region,date,type,price,units_sold
Great_Lakes,6/2/19 0:00,Organic,1.978228171,138581.91
Great_Lakes,6/9/19 0:00,Conventional,1.248544619,3620045.7
Great_Lakes,6/9/19 0:00,Organic,1.955524071,133915.28
Great_Lakes,6/16/19 0:00,Conventional,1.445236844,3108111.94
Great_Lakes,6/16/19 0:00,Organic,2.085056482,150022.33
Great_Lakes,6/23/19 0:00,Conventional,1.513517717,2909903.98
Great_Lakes,6/23/19 0:00,Organic,2.11115192,131553.11
Great_Lakes,6/30/19 0:00,Conventional,1.557819845,3128534.33
Great_Lakes,6/30/19 0:00,Organic,2.338449752,111895.83
Great_Lakes,7/7/19 0:00,Conventional,1.613617411,3401015.98
Great_Lakes,7/7/19 0:00,Organic,2.399920863,117989.7
Great_Lakes,7/14/19 0:00,Conventional,1.661392807,2825367.19
Great_Lakes,7/14/19 0:00,Organic,2.271673816,122442.18
Great_Lakes,7/21/19 0:00,Conventional,1.722445619,2759323.12
Great_Lakes,7/21/19 0:00,Organic,2.343861172,122041.88
Great_Lakes,7/28/19 0:00,Conventional,1.688141727,2770295.22
Great_Lakes,7/28/19 0:00,Organic,2.338974209,120043.86
Great_Lakes,8/4/19 0:00,Conventional,1.630533913,2682324.56
Great_Lakes,8/4/19 0:00,Organic,2.363984248,121103.13
Great_Lakes,8/11/19 0:00,Conventional,1.542050017,2949323.25
Great_Lakes,8/11/19 0:00,Organic,2.348086091,115216.15
Great_Lakes,8/18/19 0:00,Conventional,1.363272148,3145647.37
Great_Lakes,8/18/19 0:00,Organic,2.194180973,112460.53
Great_Lakes,8/25/19 0:00,Conventional,1.364289095,3135397.85
Great_Lakes,8/25/19 0:00,Organic,2.220231754,102013.8
Great_Lakes,9/1/19 0:00,Conventional,1.277477032,3260835.07
Great_Lakes,9/1/19 0:00,Organic,2.115724354,117303.01
Great_Lakes,9/8/19 0:00,Conventional,1.168742462,3727737.46
Great_Lakes,9/8/19 0:00,Organic,1.990280923,123487.13
Great_Lakes,9/15/19 0:00,Conventional,1.27911973,2983077.57
Great_Lakes,9/15/19 0:00,Organic,1.985635928,117711.42
Great_Lakes,9/22/19 0:00,Conventional,1.291073286,3034325.72
Great_Lakes,9/22/19 0:00,Organic,2.086446016,117794
Great_Lakes,9/29/19 0:00,Conventional,1.174921107,3555280.07
Great_Lakes,9/29/19 0:00,Organic,2.009977967,107717.34
Great_Lakes,10/6/19 0:00,Conventional,1.27679348,3208792.36
Great_Lakes,10/6/19 0:00,Organic,1.86515042,129443.45
Great_Lakes,10/13/19 0:00,Conventional,1.283752542,2675942.16
Great_Lakes,10/13/19 0:00,Organic,1.731385202,151620.82
Great_Lakes,10/20/19 0:00,Conventional,1.262979141,2944931.28
Great_Lakes,10/20/19 0:00,Organic,1.764276193,125301.83
Great_Lakes,10/27/19 0:00,Conventional,1.08371227,3325034.02
Great_Lakes,10/27/19 0:00,Organic,1.453056473,168299.69
Great_Lakes,11/3/19 0:00,Conventional,1.154331926,2922729.77
Great_Lakes,11/3/19 0:00,Organic,1.496056951,150738.68
Great_Lakes,11/10/19 0:00,Conventional,1.025043736,3529268.72
Great_Lakes,11/10/19 0:00,Organic,1.712007654,129959.03
Great_Lakes,11/17/19 0:00,Conventional,1.174858361,2830112.36
Great_Lakes,11/17/19 0:00,Organic,1.715557453,138140.7
Great_Lakes,11/24/19 0:00,Conventional,1.213280979,2617245.62
Great_Lakes,11/24/19 0:00,Organic,1.748039678,120018.24
Great_Lakes,12/1/19 0:00,Conventional,1.164944403,2486139.65
Great_Lakes,12/1/19 0:00,Organic,1.591075583,120953.41
Great_Lakes,12/8/19 0:00,Conventional,0.94337933,3805574.18
Great_Lakes,12/8/19 0:00,Organic,1.437605963,150435.17
Great_Lakes,12/15/19 0:00,Conventional,1.167353768,2703733.69
Great_Lakes,12/15/19 0:00,Organic,1.689122663,124214.41
Great_Lakes,12/22/19 0:00,Conventional,1.122054773,2907104.63
Great_Lakes,12/22/19 0:00,Organic,1.751534541,129094.48
Great_Lakes,12/29/19 0:00,Conventional,0.966000733,3230383.93
Great_Lakes,12/29/19 0:00,Organic,1.411845134,157782.48
Great_Lakes,1/6/20 0:00,Conventional,0.964466503,3908582.84
Great_Lakes,1/6/20 0:00,Organic,1.359737473,219305.86
Great_Lakes,1/12/20 0:00,Conventional,1.034143541,3903810.13
Great_Lakes,1/12/20 0:00,Organic,1.625453691,203430.5
Great_Lakes,1/19/20 0:00,Conventional,0.993685133,4270934.23
Great_Lakes,1/19/20 0:00,Organic,1.617593808,153970.11
Great_Lakes,1/26/20 0:00,Conventional,1.092170319,3649629.27
Great_Lakes,1/26/20 0:00,Organic,1.60529599,136854.66
Great_Lakes,2/2/20 0:00,Conventional,0.798124154,5729623.3
Great_Lakes,2/2/20 0:00,Organic,1.292515143,202393.87
Great_Lakes,2/9/20 0:00,Conventional,0.970189315,3947839.35
Great_Lakes,2/9/20 0:00,Organic,1.311221127,216404.45
Great_Lakes,2/16/20 0:00,Conventional,1.152901847,3214145.27
Great_Lakes,2/16/20 0:00,Organic,1.652681716,149290.63
Great_Lakes,2/23/20 0:00,Conventional,1.113273551,3847029.75
Great_Lakes,2/23/20 0:00,Organic,1.651182408,141980.47
Great_Lakes,3/1/20 0:00,Conventional,1.155571134,3597034.49
Great_Lakes,3/1/20 0:00,Organic,1.688592061,159653.98
Great_Lakes,3/8/20 0:00,Conventional,1.167478152,3843503.36
Great_Lakes,3/8/20 0:00,Organic,1.689129115,168695.74
Great_Lakes,3/15/20 0:00,Conventional,1.357595838,4084779.63
Great_Lakes,3/15/20 0:00,Organic,1.854819645,174367.8
Great_Lakes,3/22/20 0:00,Conventional,1.288235117,4185317.47
Great_Lakes,3/22/20 0:00,Organic,1.76645505,171038.14
Great_Lakes,3/29/20 0:00,Conventional,1.152227104,3942914.25
Great_Lakes,3/29/20 0:00,Organic,1.864110381,129876.42
Great_Lakes,4/5/20 0:00,Conventional,1.17228104,4177311.38
Great_Lakes,4/5/20 0:00,Organic,1.707717176,194411.94
Great_Lakes,4/12/20 0:00,Conventional,1.331498603,3965850.67
Great_Lakes,4/12/20 0:00,Organic,1.621898723,230970.04
Great_Lakes,4/19/20 0:00,Conventional,1.348308991,3864124.69
Great_Lakes,4/19/20 0:00,Organic,1.839769212,206113.06
Great_Lakes,4/26/20 0:00,Conventional,1.354150338,4237052.27
Great_Lakes,4/26/20 0:00,Organic,1.843428235,197535.24
Great_Lakes,5/3/20 0:00,Conventional,1.060083977,5562356.95
Great_Lakes,5/3/20 0:00,Organic,1.675243688,233700.56
Great_Lakes,5/10/20 0:00,Conventional,1.159564689,5229536.96
Great_Lakes,5/10/20 0:00,Organic,1.800478963,210601.96
Great_Lakes,5/17/20 0:00,Conventional,1.30043166,4290058.52
Great_Lakes,5/17/20 0:00,Organic,1.883197706,170786.38
Great_Lakes,5/24/20 0:00,Conventional,1.226240494,4853867.45
Great_Lakes,5/24/20 0:00,Organic,1.927712916,152736.64
Great_Lakes,5/31/20 0:00,Conventional,1.12695483,5041721.59
Great_Lakes,5/31/20 0:00,Organic,1.83999391,171763.54
Great_Lakes,6/7/20 0:00,Conventional,1.101860126,4976372.53
Great_Lakes,6/7/20 0:00,Organic,1.857691467,167158.71
Great_Lakes,6/14/20 0:00,Conventional,1.21928734,4241648.3
Great_Lakes,6/14/20 0:00,Organic,1.864339281,180260.63
Great_Lakes,6/21/20 0:00,Conventional,1.221863768,4251696.37
Great_Lakes,6/21/20 0:00,Organic,1.832969143,185198.85
Great_Lakes,6/28/20 0:00,Conventional,0.961632286,5329835.83
Great_Lakes,6/28/20 0:00,Organic,1.777836014,162545.45
Great_Lakes,7/5/20 0:00,Conventional,1.101484288,4773384.16
Great_Lakes,7/5/20 0:00,Organic,1.775835668,178326.81
Great_Lakes,7/12/20 0:00,Conventional,1.103407273,4167420.67
Great_Lakes,7/12/20 0:00,Organic,1.818281593,167185.5
Great_Lakes,7/19/20 0:00,Conventional,1.01709061,4944125.91
Great_Lakes,7/19/20 0:00,Organic,1.822857259,165968.62
Great_Lakes,7/26/20 0:00,Conventional,0.967716343,4859798.03
Great_Lakes,7/26/20 0:00,Organic,1.737548752,169224.39
Great_Lakes,8/2/20 0:00,Conventional,0.993718919,4541276.95
Great_Lakes,8/2/20 0:00,Organic,1.719673019,170249.92
Great_Lakes,8/9/20 0:00,Conventional,1.04713989,4098713.9
Great_Lakes,8/9/20 0:00,Organic,1.792381948,160762.53
Great_Lakes,8/16/20 0:00,Conventional,0.922898656,4526211.93
Great_Lakes,8/16/20 0:00,Organic,1.755714912,159570.88
Great_Lakes,8/23/20 0:00,Conventional,0.934394354,4483126.77
Great_Lakes,8/23/20 0:00,Organic,1.742015263,141023.24
Great_Lakes,8/30/20 0:00,Conventional,0.988936034,4168205.88
Great_Lakes,8/30/20 0:00,Organic,1.702131745,148360.76
Great_Lakes,9/6/20 0:00,Conventional,1.07030399,3913646.37
Great_Lakes,9/6/20 0:00,Organic,1.46475371,185408.21
Great_Lakes,9/13/20 0:00,Conventional,1.034858738,3899449.84
Great_Lakes,9/13/20 0:00,Organic,1.526469879,166879.64
Great_Lakes,9/20/20 0:00,Conventional,0.933623527,4112019.29
Great_Lakes,9/20/20 0:00,Organic,1.69452243,137255.32
Great_Lakes,9/27/20 0:00,Conventional,1.091391286,3539674.25
Great_Lakes,9/27/20 0:00,Organic,1.763669457,132831.67
Great_Lakes,10/4/20 0:00,Conventional,1.022737667,3838179.8
Great_Lakes,10/4/20 0:00,Organic,1.675236581,139014.34
Great_Lakes,10/11/20 0:00,Conventional,1.041664113,3811580.51
Great_Lakes,10/11/20 0:00,Organic,1.621542179,138760.26
Great_Lakes,10/18/20 0:00,Conventional,1.070860269,3669730.49
Great_Lakes,10/18/20 0:00,Organic,1.61821636,138685.9
Great_Lakes,10/25/20 0:00,Conventional,0.989886714,3986590.52
Great_Lakes,10/25/20 0:00,Organic,1.593320699,137124.88
Great_Lakes,11/1/20 0:00,Conventional,0.934114572,4259467.76
Great_Lakes,11/1/20 0:00,Organic,1.424133689,186513.08
Great_Lakes,11/8/20 0:00,Conventional,1.013962215,3655506.92
Great_Lakes,11/8/20 0:00,Organic,1.430362283,182936.03
Great_Lakes,11/15/20 0:00,Conventional,1.045305319,3773600.41
Great_Lakes,11/15/20 0:00,Organic,1.516186501,151968.66
Great_Lakes,11/22/20 0:00,Conventional,0.998558109,3523213.05
Great_Lakes,11/22/20 0:00,Organic,1.618231544,136981.24
Great_Lakes,11/29/20 0:00,Conventional,0.947051723,3106347.92
Great_Lakes,11/29/20 0:00,Organic,1.660600677,120917.57
Great_Lakes,12/6/20 0:00,Conventional,0.962735001,3779814.93
Great_Lakes,12/6/20 0:00,Organic,1.631828535,151192.6
Great_Lakes,12/13/20 0:00,Conventional,0.937762175,3925843.85
Great_Lakes,12/13/20 0:00,Organic,1.512060003,143802.74
Great_Lakes,12/20/20 0:00,Conventional,0.920920925,3718806.9
Great_Lakes,12/20/20 0:00,Organic,1.596854703,130970.08
Great_Lakes,12/27/20 0:00,Conventional,0.959250377,3278256.56
Great_Lakes,12/27/20 0:00,Organic,1.5102727,136516.45
Great_Lakes,1/4/21 0:00,Conventional,0.863859431,4767200.53
Great_Lakes,1/4/21 0:00,Organic,1.505937576,156469.36
Great_Lakes,1/10/21 0:00,Conventional,0.998266563,4285299.61
Great_Lakes,1/10/21 0:00,Organic,1.49906509,177313.35
Great_Lakes,1/17/21 0:00,Conventional,0.940249749,5124476.6
Great_Lakes,1/17/21 0:00,Organic,1.569606691,172884.83
Great_Lakes,1/24/21 0:00,Conventional,0.927500663,4910477.29
Great_Lakes,1/24/21 0:00,Organic,1.377884988,187392.53
Great_Lakes,1/31/21 0:00,Conventional,1.066378557,4078760.76
Great_Lakes,1/31/21 0:00,Organic,1.476034814,205883.31
Great_Lakes,2/7/21 0:00,Conventional,0.795778642,5534257.18
Great_Lakes,2/7/21 0:00,Organic,1.31632422,252031.91
Great_Lakes,2/14/21 0:00,Conventional,0.93675792,3994364.42
Great_Lakes,2/14/21 0:00,Organic,1.344604612,214777.21
Great_Lakes,2/21/21 0:00,Conventional,1.013468202,4056889.29
Great_Lakes,2/21/21 0:00,Organic,1.390532215,191243.72
Great_Lakes,2/28/21 0:00,Conventional,0.831189026,4981711.21
Great_Lakes,2/28/21 0:00,Organic,1.475879768,173799.88
Great_Lakes,3/7/21 0:00,Conventional,0.952201269,4599545.35
Great_Lakes,3/7/21 0:00,Organic,1.367636108,215017.66
Great_Lakes,3/14/21 0:00,Conventional,1.003684082,4254442.37
Great_Lakes,3/14/21 0:00,Organic,1.496030309,171290.84
Great_Lakes,3/21/21 0:00,Conventional,1.074392674,4053700
Great_Lakes,3/21/21 0:00,Organic,1.504557505,170650.08
Great_Lakes,3/28/21 0:00,Conventional,1.177818988,3948736.95
Great_Lakes,3/28/21 0:00,Organic,1.381919581,178466.32
Great_Lakes,4/4/21 0:00,Conventional,1.278066693,3880915.1
Great_Lakes,4/4/21 0:00,Organic,1.597712523,185329.44
Great_Lakes,4/11/21 0:00,Conventional,1.270459274,3528735.24
Great_Lakes,4/11/21 0:00,Organic,1.687046738,178601.55
Great_Lakes,4/18/21 0:00,Conventional,1.262672212,3823999.24
Great_Lakes,4/18/21 0:00,Organic,1.618417207,199766.01
Great_Lakes,4/25/21 0:00,Conventional,1.128825004,4256479.3
Great_Lakes,4/25/21 0:00,Organic,1.643699852,196049.7
Great_Lakes,5/2/21 0:00,Conventional,1.060005807,4856414.1
Great_Lakes,5/2/21 0:00,Organic,1.582630213,200875.67
Great_Lakes,5/9/21 0:00,Conventional,1.078343324,4504114.73
Great_Lakes,5/9/21 0:00,Organic,1.554986955,234420.57
Great_Lakes,5/16/21 0:00,Conventional,1.124557051,4032665.23
Great_Lakes,5/16/21 0:00,Organic,1.531200311,199345.96
Great_Lakes,5/23/21 0:00,Conventional,1.082200104,4284126.73
Great_Lakes,5/23/21 0:00,Organic,1.518867184,190547.92
Great_Lakes,5/30/21 0:00,Conventional,1.245710322,3919605.53
Great_Lakes,5/30/21 0:00,Organic,1.718458592,167869.14
Great_Lakes,6/6/21 0:00,Conventional,1.132014681,4096487.31
Great_Lakes,6/6/21 0:00,Organic,1.721530345,168223.74
Great_Lakes,6/13/21 0:00,Conventional,1.170113026,4020492.73
Great_Lakes,6/13/21 0:00,Organic,1.523706508,203526.08
Great_Lakes,6/20/21 0:00,Conventional,1.161668511,4393130.99
Great_Lakes,6/20/21 0:00,Organic,1.504343085,162528.82
Great_Lakes,6/27/21 0:00,Conventional,1.210094146,3657826.35
Great_Lakes,6/27/21 0:00,Organic,1.455874554,161639.78
Great_Lakes,7/4/21 0:00,Conventional,1.184716906,4176666.73
Great_Lakes,7/4/21 0:00,Organic,1.616560214,144713.22
Great_Lakes,7/11/21 0:00,Conventional,1.132922194,3761638.2
Great_Lakes,7/11/21 0:00,Organic,1.517889316,148463.6
Great_Lakes,7/18/21 0:00,Conventional,0.974761155,4679164.36
Great_Lakes,7/18/21 0:00,Organic,1.507930706,180116.91
Great_Lakes,7/25/21 0:00,Conventional,1.042659777,4121562.86
Great_Lakes,7/25/21 0:00,Organic,1.628735564,166248.41
Great_Lakes,8/1/21 0:00,Conventional,1.161587504,3480808.06
Great_Lakes,8/1/21 0:00,Organic,1.654285181,174219.4
Great_Lakes,8/8/21 0:00,Conventional,1.165899451,3564039.44
Great_Lakes,8/8/21 0:00,Organic,1.763305706,162371.08
Great_Lakes,8/15/21 0:00,Conventional,1.049757509,4036107.86
Great_Lakes,8/15/21 0:00,Organic,1.652200136,169426.97
Great_Lakes,8/22/21 0:00,Conventional,1.110083942,3687235.16
Great_Lakes,8/22/21 0:00,Organic,1.599276079,182496.45
Great_Lakes,8/29/21 0:00,Conventional,1.183639248,3480916.55
Great_Lakes,8/29/21 0:00,Organic,1.757539251,174008.55
Great_Lakes,9/5/21 0:00,Conventional,1.131019553,3742690.13
Great_Lakes,9/5/21 0:00,Organic,1.645707358,181079.74
Great_Lakes,9/12/21 0:00,Conventional,1.094684423,3615640.41
Great_Lakes,9/12/21 0:00,Organic,1.657086274,172547.04
Great_Lakes,9/19/21 0:00,Conventional,1.136051824,3502369.95
Great_Lakes,9/19/21 0:00,Organic,1.633130993,168383.38
Great_Lakes,9/26/21 0:00,Conventional,1.216406407,3183910.5
Great_Lakes,9/26/21 0:00,Organic,1.599710122,160113.84
Great_Lakes,10/3/21 0:00,Conventional,1.105501151,3683586.14
Great_Lakes,10/3/21 0:00,Organic,1.653400051,137990.92
Great_Lakes,10/10/21 0:00,Conventional,1.202356986,3369119.16
Great_Lakes,10/10/21 0:00,Organic,1.538911358,172080.29
Great_Lakes,10/17/21 0:00,Conventional,1.175524195,3472236.38
Great_Lakes,10/17/21 0:00,Organic,1.694545453,151316.59
Great_Lakes,10/24/21 0:00,Conventional,1.215459098,3337709.48
Great_Lakes,10/24/21 0:00,Organic,1.697888364,155646.19
Great_Lakes,10/31/21 0:00,Conventional,1.077823218,3703431.5
Great_Lakes,10/31/21 0:00,Organic,1.525970482,187872.13
Great_Lakes,11/7/21 0:00,Conventional,1.150453477,3335437.85
Great_Lakes,11/7/21 0:00,Organic,1.675301472,167498.56
Great_Lakes,11/14/21 0:00,Conventional,1.046645841,3878394.04
Great_Lakes,11/14/21 0:00,Organic,1.52727493,176872.46
Great_Lakes,11/21/21 0:00,Conventional,1.163804527,3095468.3
Great_Lakes,11/21/21 0:00,Organic,1.480008378,165468.14
Great_Lakes,11/28/21 0:00,Conventional,1.064335197,3030195.46
Great_Lakes,11/28/21 0:00,Organic,1.71925058,130296.86
Great_Lakes,1/3/22 0:00,Conventional,0.940627899,4903981.56
Great_Lakes,1/3/22 0:00,Organic,1.602071652,161488.19
Great_Lakes,1/9/22 0:00,Conventional,1.079471904,4211116.2
Great_Lakes,1/9/22 0:00,Organic,1.574685195,165225.36
Great_Lakes,1/16/22 0:00,Conventional,1.133069484,4222604.01
Great_Lakes,1/16/22 0:00,Organic,1.455725911,199455.55
Great_Lakes,1/23/22 0:00,Conventional,1.205796938,3972117.03
Great_Lakes,1/23/22 0:00,Organic,1.581405211,188249.43
Great_Lakes,1/30/22 0:00,Conventional,1.083074346,4578795.46
Great_Lakes,1/30/22 0:00,Organic,1.591293723,194887.95
Great_Lakes,2/6/22 0:00,Conventional,1.181169375,4174432.06
Great_Lakes,2/6/22 0:00,Organic,1.588056493,180767.51
Great_Lakes,2/13/22 0:00,Conventional,1.171541825,5958123.19
Great_Lakes,2/13/22 0:00,Organic,1.775455723,141343.06
Great_Lakes,2/20/22 0:00,Conventional,1.246402122,4006188.79
Great_Lakes,2/20/22 0:00,Organic,1.82234386,133320.33
Great_Lakes,2/27/22 0:00,Conventional,1.300882202,3990377.03
Great_Lakes,2/27/22 0:00,Organic,1.75993336,146658.89
Great_Lakes,3/6/22 0:00,Conventional,1.370028459,3724685.98
Great_Lakes,3/6/22 0:00,Organic,1.777535063,148630.48
Great_Lakes,3/13/22 0:00,Conventional,1.313802121,3935453.23
Great_Lakes,3/13/22 0:00,Organic,1.831659282,180791.64
Great_Lakes,3/20/22 0:00,Conventional,1.340040837,3760310.11
Great_Lakes,3/20/22 0:00,Organic,1.874331216,159884.47
Great_Lakes,3/27/22 0:00,Conventional,1.453277312,3606213.25
Great_Lakes,3/27/22 0:00,Organic,1.925702902,160753.25
Great_Lakes,4/3/22 0:00,Conventional,1.300191817,4160554.2
Great_Lakes,4/3/22 0:00,Organic,1.860048146,168739.15
Great_Lakes,4/10/22 0:00,Conventional,1.351861906,4447412.45
Great_Lakes,4/10/22 0:00,Organic,1.816636028,168165.97
Great_Lakes,4/17/22 0:00,Conventional,1.474616663,3967244.05
Great_Lakes,4/17/22 0:00,Organic,1.91389009,163136.25
Great_Lakes,4/24/22 0:00,Conventional,1.448218508,3529794
Great_Lakes,4/24/22 0:00,Organic,1.99153478,141290.83
Great_Lakes,5/1/22 0:00,Conventional,1.317115889,4463753
Great_Lakes,5/1/22 0:00,Organic,2.017315044,139264.92
Great_Lakes,5/8/22 0:00,Conventional,1.309870712,4668944
Great_Lakes,5/8/22 0:00,Organic,1.872976768,156480.93
Great_Lakes,5/15/22 0:00,Conventional,1.557275969,3397891
Great_Lakes,5/15/22 0:00,Organic,1.972553547,151794.48
Midsouth,1/7/19 0:00,Conventional,1.130640196,3530466.96
Midsouth,1/7/19 0:00,Organic,1.496156514,246555.82
Midsouth,1/13/19 0:00,Conventional,1.106019815,3771688.05
Midsouth,1/13/19 0:00,Organic,1.524578443,252460.59
Midsouth,1/20/19 0:00,Conventional,1.068367208,3749158.05
Midsouth,1/20/19 0:00,Organic,1.566933206,215075.5
Midsouth,1/27/19 0:00,Conventional,1.122107117,3482342.27
Midsouth,1/27/19 0:00,Organic,1.557875109,212398.35
Midsouth,2/3/19 0:00,Conventional,0.936186744,4632197.97
Midsouth,2/3/19 0:00,Organic,1.53912877,211729.88
Midsouth,2/10/19 0:00,Conventional,1.020586119,3626976.82
Midsouth,2/10/19 0:00,Organic,1.447758908,230404.09
Midsouth,2/17/19 0:00,Conventional,1.064810674,3387987.37
Midsouth,2/17/19 0:00,Organic,1.497686162,200556.27
Midsouth,2/24/19 0:00,Conventional,1.078943138,3447710.42
Midsouth,2/24/19 0:00,Organic,1.491890156,206778.73
Midsouth,3/3/19 0:00,Conventional,1.127444745,3401426.84
Midsouth,3/3/19 0:00,Organic,1.458624857,228807.34
Midsouth,3/10/19 0:00,Conventional,1.08219325,3592513.24
Midsouth,3/10/19 0:00,Organic,1.387592625,246791.66
Midsouth,3/17/19 0:00,Conventional,0.999383807,3938034.21
Midsouth,3/17/19 0:00,Organic,1.448420765,217837.8
Midsouth,3/24/19 0:00,Conventional,1.103215013,3569473.42
Midsouth,3/24/19 0:00,Organic,1.516029157,203306.3
Midsouth,3/31/19 0:00,Conventional,1.099402854,3518285.55
Midsouth,3/31/19 0:00,Organic,1.610394608,186639.82
Midsouth,4/7/19 0:00,Conventional,0.996469261,4157898.28
Midsouth,4/7/19 0:00,Organic,1.562898186,201334.48
Midsouth,4/14/19 0:00,Conventional,1.200760774,3547752.9
Midsouth,4/14/19 0:00,Organic,1.660127547,176384.31
Midsouth,4/21/19 0:00,Conventional,1.410125924,3171363.86
Midsouth,4/21/19 0:00,Organic,1.838903858,174225.59
Midsouth,4/28/19 0:00,Conventional,1.480032748,3012040.34
Midsouth,4/28/19 0:00,Organic,1.876009242,166513.14
Midsouth,5/5/19 0:00,Conventional,1.259716346,4212423.07
Midsouth,5/5/19 0:00,Organic,1.86330571,159769.67
Midsouth,5/12/19 0:00,Conventional,1.262616444,3690906.7
Midsouth,5/12/19 0:00,Organic,1.750182516,171689.45
Midsouth,5/19/19 0:00,Conventional,1.252030296,3634909.81
Midsouth,5/19/19 0:00,Organic,1.879661516,143415.65
Midsouth,5/26/19 0:00,Conventional,1.417712719,3423428.51
Midsouth,5/26/19 0:00,Organic,1.827669359,174303.65
Midsouth,6/2/19 0:00,Conventional,1.251897574,3742548.21
Midsouth,6/2/19 0:00,Organic,1.738465986,163484.35
Midsouth,6/9/19 0:00,Conventional,1.286045549,3468454.43
Midsouth,6/9/19 0:00,Organic,1.685842827,154172.13
Midsouth,6/16/19 0:00,Conventional,1.468104104,3054414.23
Midsouth,6/16/19 0:00,Organic,1.791702583,155468.98
Midsouth,6/23/19 0:00,Conventional,1.50329613,3035999.88
Midsouth,6/23/19 0:00,Organic,1.943890201,133454.48
Midsouth,6/30/19 0:00,Conventional,1.502268632,3065001.64
Midsouth,6/30/19 0:00,Organic,1.949332306,155595.67
Midsouth,7/7/19 0:00,Conventional,1.521142217,3221577.53
Midsouth,7/7/19 0:00,Organic,2.015409086,155038.77
Midsouth,7/14/19 0:00,Conventional,1.542245057,2929710.63
Midsouth,7/14/19 0:00,Organic,2.080847494,140167.11
Midsouth,7/21/19 0:00,Conventional,1.562150908,2835451.59
Midsouth,7/21/19 0:00,Organic,1.992463518,153697.36
Midsouth,7/28/19 0:00,Conventional,1.557732417,2779012.18
Midsouth,7/28/19 0:00,Organic,2.133378417,146396.61
Midsouth,8/4/19 0:00,Conventional,1.51151123,2895543.99
Midsouth,8/4/19 0:00,Organic,2.086777973,164204.87
Midsouth,8/11/19 0:00,Conventional,1.402871425,3102640.38
Midsouth,8/11/19 0:00,Organic,2.08342572,164270.23
Midsouth,8/18/19 0:00,Conventional,1.428336078,3035121.34
Midsouth,8/18/19 0:00,Organic,1.972853148,174724.87
Midsouth,8/25/19 0:00,Conventional,1.342415918,3155709.58
Midsouth,8/25/19 0:00,Organic,1.948833428,172518.52
Midsouth,9/1/19 0:00,Conventional,1.271933631,3346651.74
Midsouth,9/1/19 0:00,Organic,1.89211278,173876.44
Midsouth,9/8/19 0:00,Conventional,1.309412087,3216680.27
